name,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR
Backstabber (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,1,1994
Blowout (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1994
Braka (New Earth),Good Characters,,,Female Characters,,1,1994
Chillblaine II (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1994
Daniel Paoulo (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1994
Druu (New Earth),Good Characters,,Green Hair,Male Characters,,1,1994
Firepower (New Earth),Bad Characters,,,Male Characters,,1,1994
Freelance (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1994
Helen (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1994
Hotspot (New Earth),Bad Characters,,,Female Characters,,1,1994
Jocasta of Themyscira (New Earth),Good Characters,,Black Hair,Female Characters,,1,1994
Kkrudd (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1994
Lartys (New Earth),Good Characters,,,Female Characters,,1,1994
Mala of Bana-Mighdall (New Earth),Good Characters,Blue Eyes,Brown Hair,Female Characters,,1,1994
Mark Armstrong (New Earth),Good Characters,Green Eyes,Brown Hair,Male Characters,,1,1994
Mary Harper (New Earth),Good Characters,,Grey Hair,Female Characters,,1,1994
Merritz (New Earth),Bad Characters,,Red Hair,Male Characters,,1,1994
Nera (New Earth),Good Characters,,,,,1,1994
Ohm (New Earth),Bad Characters,,,Male Characters,,1,1994
Patrice (New Earth),Good Characters,,,Female Characters,,1,1994
Penelope II (New Earth),Good Characters,,Blond Hair,Female Characters,,1,1994
Phantom Barber (New Earth),Bad Characters,,,Male Characters,,1,1994
Plasma (New Earth),Bad Characters,,,Male Characters,,1,1994
Quake (New Earth),Bad Characters,,,Male Characters,,1,1994
Salvo (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1994
Shellgame (New Earth),Bad Characters,Blue Eyes,Black Hair,Female Characters,,1,1994
Stiletta (New Earth),Bad Characters,Green Eyes,Brown Hair,Female Characters,,1,1994
Trigona (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1994
Wildman (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1994
Billy the Girl (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1993
Bloodthirst (New Earth),Bad Characters,White Eyes,,Male Characters,,1,1993
Bludhound (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1993
Chumpp (New Earth),Bad Characters,,,Male Characters,,1,1993
Codpiece (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1993
Epernix (New Earth),Good Characters,,,Male Characters,,1,1993
Galaxa (New Earth),Bad Characters,,,Female Characters,,1,1993
Hardknox (New Earth),Bad Characters,,,Male Characters,,1,1993
Harry Kent (New Earth),,,Brown Hair,Male Characters,,1,1993
Janissary (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1993
Jesus Valdez (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1993
Luke Hames (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,,1,1993
Marauder I (New Earth),Bad Characters,Green Eyes,Red Hair,Female Characters,,1,1993
Michael Wasco (New Earth),Good Characters,,Black Hair,Male Characters,,1,1993
Perry Dennison (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,1,1993
Rayyana (New Earth),Good Characters,,,Female Characters,,1,1993
Robert Heavington Dubelz (New Earth),Bad Characters,,,Male Characters,,1,1993
Selaya (New Earth),Good Characters,,,Female Characters,,1,1993
Timothy Miller (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1993
Tuprolix (New Earth),Good Characters,,,Male Characters,,1,1993
Aaron Babcock (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1992
Archibald Tipple (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1992
Chillblaine I (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1992
Darthartheen (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,1,1992
Dawlakispokpok (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,,1,1992
Five of Diamonds I (New Earth),Bad Characters,,,Male Characters,,1,1992
Four of Spades II (New Earth),Bad Characters,,,Male Characters,,1,1992
Jon Kennedy Payne (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,,1,1992
Martian Womanhunter (New Earth),Neutral Characters,,,Male Characters,,1,1992
Nicodemus (New Earth),Bad Characters,,,Male Characters,,1,1992
Norman the Doorman (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1992
Pharamond (New Earth),,Brown Eyes,Brown Hair,,,1,1992
Phyllis Baker (New Earth),Good Characters,,Strawberry Blond Hair,Female Characters,,1,1992
Rook (New Earth),Bad Characters,Blue Eyes,,Female Characters,,1,1992
Rott (New Earth),Bad Characters,Red Eyes,,Male Characters,,1,1992
Sonarr (New Earth),Good Characters,,Red Hair,Male Characters,,1,1992
Stanislaus Johns (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,,1,1992
Stinkbug (New Earth),Good Characters,,,Male Characters,,1,1992
Three of Hearts I (New Earth),Bad Characters,,,Male Characters,,1,1992
Three of Spades II (New Earth),Bad Characters,,,Male Characters,,1,1992
Thwarcharchura (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,1,1992
Zifor (New Earth),Good Characters,,White Hair,Male Characters,,1,1992
Agogg (New Earth),Bad Characters,,Brown Hair,Male Characters,,1,1991
Amaya (New Earth),Bad Characters,Blue Eyes,Black Hair,Female Characters,,1,1991
Angst (New Earth),Bad Characters,Red Eyes,Black Hair,Male Characters,,1,1991
Big Breeda (New Earth),Good Characters,,Red Hair,Female Characters,,1,1991
Boris Dhumov (New Earth),Bad Characters,,,Male Characters,,1,1991
Caesar Lopez (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1991
Ceres (New Earth),Good Characters,,,Female Characters,,1,1991
Cursor (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,1,1991
Database (New Earth),Bad Characters,,,Male Characters,,1,1991
Desdemona (New Earth),Good Characters,Green Eyes,,Female Characters,,1,1991
Electrocutioner II (New Earth),Bad Characters,,,Male Characters,,1,1991
Huitzilopochtli (New Earth),Neutral Characters,Black Eyes,,Male Characters,,1,1991
Jasmine (New Earth),,Brown Eyes,Brown Hair,Female Characters,,1,1991
Julie Crystal (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,,1,1991
Julius Barrow (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,,1,1991
Lyana (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,1,1991
Mainframe (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1991
Marita (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,1,1991
Meda (New Earth),Good Characters,,,Female Characters,,1,1991
Paradox (New Earth),Bad Characters,Red Eyes,White Hair,Male Characters,,1,1991
Priscilla Stryker (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,,1,1991
Procne (New Earth),,,,Female Characters,,1,1991
Professor Powder (New Earth),Bad Characters,,White Hair,Male Characters,,1,1991
Queen of Hearts I (New Earth),Bad Characters,,,Female Characters,,1,1991
Ricochet I (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1991
Saul Calvino (New Earth),Bad Characters,,,Male Characters,,1,1991
Shadowy Mister Evans (New Earth),Bad Characters,,,Male Characters,,1,1991
Shalir (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,1,1991
Sigyn (New Earth),Neutral Characters,White Eyes,White Hair,Male Characters,,1,1991
Temptress (New Earth),Bad Characters,,,Female Characters,,1,1991
Turbeau (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1991
Virtual (New Earth),Bad Characters,,Black Hair,Female Characters,,1,1991
Arsala (New Earth),Good Characters,,Black Hair,Female Characters,,1,1990
Britton (New Earth),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,1,1990
Crissy (New Earth),Neutral Characters,,Brown Hair,Female Characters,,1,1990
Dan (New Earth),Neutral Characters,Black Eyes,,Male Characters,,1,1990
Dannel (New Earth),Good Characters,,,Male Characters,,1,1990
Dyctinna (New Earth),Good Characters,,Black Hair,Female Characters,,1,1990
Elizabeth Harkness (New Earth),,,Brown Hair,Female Characters,,1,1990
Fatima (New Earth),Good Characters,,,Female Characters,,1,1990
Front Page (New Earth),Bad Characters,,,Male Characters,,1,1990
Infernus (New Earth),Bad Characters,,,Male Characters,,1,1990
Ismure (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1990
Jake Olsen (New Earth),Good Characters,,Red Hair,Male Characters,,1,1990
Janus (New Earth),,,,Male Characters,,1,1990
Jonathan Hedley (New Earth),Neutral Characters,,Blond Hair,Male Characters,,1,1990
Kylstar (New Earth),Bad Characters,,,Male Characters,,1,1990
Lazer (New Earth),Good Characters,,,Male Characters,,1,1990
Maia (New Earth),Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,1,1990
Mara II (New Earth),Good Characters,,,Male Characters,,1,1990
Miss Tribb (New Earth),Neutral Characters,Red Eyes,Black Hair,Female Characters,,1,1990
Morisca (New Earth),Good Characters,Brown Eyes,Red Hair,Female Characters,,1,1990
Noor Harjavti (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,1,1990
Pandora I (New Earth),,Blue Eyes,Black Hair,Female Characters,,1,1990
Poet II (New Earth),Bad Characters,Brown Eyes,Blond Hair,Male Characters,,1,1990
Rajar (New Earth),Good Characters,Black Eyes,Brown Hair,Male Characters,,1,1990
Ronel (New Earth),Neutral Characters,Brown Eyes,,Male Characters,,1,1990
Rutherford B. Hayes (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1990
Slasher II (New Earth),Bad Characters,,,Male Characters,,1,1990
Stearn (New Earth),Good Characters,Blue Eyes,White Hair,Male Characters,,1,1990
Suula (New Earth),Neutral Characters,,,Female Characters,,1,1990
Thorne (New Earth),Good Characters,Grey Eyes,Grey Hair,Male Characters,,1,1990
Thorvall (New Earth),Good Characters,,,Male Characters,,1,1990
Ace High (New Earth),Good Characters,,,Male Characters,,1,1989
Aliaza (New Earth),Good Characters,,,Female Characters,,1,1989
Ana\u00efs Arcane (New Earth),Good Characters,Blue Eyes,White Hair,Female Characters,,1,1989
Aniela Arcane (New Earth),Neutral Characters,,Brown Hair,Female Characters,,1,1989
Assyra (New Earth),,Brown Eyes,Black Hair,Female Characters,,1,1989
Beast (New Earth),Good Characters,,Black Hair,Male Characters,,1,1989
Beau Tyler (New Earth),Good Characters,,,Male Characters,,1,1989
Belizar (New Earth),,,,Female Characters,,1,1989
Blowhard (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1989
Card Queen (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1989
Carya (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,,1,1989
Chlorino (New Earth),Good Characters,,Black Hair,Male Characters,,1,1989
Cyborg-87 (New Earth),Bad Characters,,,,,1,1989
Cyndy Kurahara (New Earth),Good Characters,Black Eyes,Black Hair,Female Characters,,1,1989
Dana Simpson (New Earth),,Green Eyes,Brown Hair,Female Characters,,1,1989
Diana Tyler (New Earth),Good Characters,,Black Hair,Female Characters,,1,1989
Dinky (New Earth),Good Characters,,,Male Characters,,1,1989
Fatima II (New Earth),,,Black Hair,Female Characters,,1,1989
Gisa (New Earth),Good Characters,Brown Eyes,,Female Characters,,1,1989
Grover Baines (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,1,1989
Gyp (New Earth),Good Characters,,Blond Hair,Male Characters,,1,1989
Herald II (New Earth),Good Characters,,,Male Characters,,1,1989
Hippodamia (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1989
Hugh Fletcher (New Earth),Bad Characters,,,Male Characters,,1,1989
Imara (New Earth),Good Characters,Brown Eyes,,Female Characters,,1,1989
Inada Akatsu (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,,1,1989
Iota (New Earth),Bad Characters,,Black Hair,,,1,1989
Jerrie Rathaway (New Earth),,,Red Hair,Female Characters,,1,1989
Kaargl (New Earth),Bad Characters,Black Eyes,,Male Characters,,1,1989
Kahiri (New Earth),,,,Female Characters,,1,1989
Kradlock (New Earth),Good Characters,,,Male Characters,,1,1989
Lawless (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1989
Mazita (New Earth),Good Characters,,,Female Characters,,1,1989
Monmouth (New Earth),Neutral Characters,,,Male Characters,,1,1989
Ms. Terrific (New Earth),Good Characters,,Red Hair,Female Characters,,1,1989
Nickels (New Earth),Good Characters,,Grey Hair,Male Characters,,1,1989
Rachel Rathaway (New Earth),,Blue Eyes,Red Hair,Female Characters,,1,1989
Ray Carson (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1989
Red Mask (New Earth),Bad Characters,,,Male Characters,,1,1989
Rodan Katatami (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,,1,1989
Shiv I (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1989
Squatterbloat (New Earth),Bad Characters,,,Male Characters,,1,1989
Suli (New Earth),,,,Female Characters,,1,1989
Sunburst IV (New Earth),Good Characters,,Black Hair,Male Characters,,1,1989
Syra (New Earth),Good Characters,Hazel Eyes,Blond Hair,Female Characters,,1,1989
Tyr-N (New Earth),Good Characters,,Red Hair,Male Characters,,1,1989
Veil (New Earth),Bad Characters,,,Male Characters,,1,1989
Will Jones (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1989
Wolfgang Teppel (New Earth),Bad Characters,,,Male Characters,,1,1989
Zaharra (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1989
Abe Crane (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,1,1988
Abednego Danner (New Earth),Neutral Characters,Blue Eyes,Black Hair,Male Characters,,1,1988
Blathoxi (New Earth),Bad Characters,,Black Hair,,,1,1988
Blockhouse I (New Earth),Bad Characters,,,,,1,1988
Egeria (New Earth),Good Characters,,,Female Characters,,1,1988
Fist of Allah (New Earth),Bad Characters,,,Male Characters,,1,1988
Hemo-Goblin (New Earth),Bad Characters,White Eyes,,Male Characters,,1,1988
Holocaust (New Earth),Bad Characters,,,Male Characters,,1,1988
Hurricane (New Earth),Bad Characters,,Blond Hair,Male Characters,,1,1988
Hydra (New Earth),Bad Characters,,Brown Hair,Female Characters,,1,1988
Jackal I (New Earth),Bad Characters,,,Male Characters,,1,1988
Jake Tyler (New Earth),Good Characters,,Blond Hair,Male Characters,,1,1988
Jan-L (New Earth),Good Characters,,,Male Characters,,1,1988
Jewelius Blak (New Earth),Good Characters,,Brown Hair,Female Characters,,1,1988
Killerwatt (New Earth),Bad Characters,,,Male Characters,,1,1988
Margaret Thatcher (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,1,1988
Misanthrope (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1988
Muse (New Earth),Bad Characters,,White Hair,Male Characters,,1,1988
Nara (New Earth),Good Characters,,,Female Characters,,1,1988
Pyro (New Earth),Bad Characters,,,Male Characters,,1,1988
Razorback (New Earth),Bad Characters,,,Male Characters,,1,1988
Slash (New Earth),Bad Characters,,,Female Characters,,1,1988
Snowflame (New Earth),Bad Characters,Black Eyes,White Hair,Male Characters,,1,1988
Sonar II (New Earth),Bad Characters,,,Male Characters,,1,1988
Susan Lawton (New Earth),Good Characters,,,Female Characters,,1,1988
Susan Palmer (New Earth),Good Characters,,Blond Hair,Female Characters,,1,1988
Warhead (New Earth),Bad Characters,,,Male Characters,,1,1988
Zan-R (New Earth),Good Characters,,,Male Characters,,1,1988
Barbara Kowaleski (New Earth),Bad Characters,,Brown Hair,Female Characters,,1,1987
Branwilla (New Earth),Good Characters,,,Male Characters,,1,1987
Camilla Ortin (New Earth),Bad Characters,,,Female Characters,,1,1987
Constantine Stratos (New Earth),Bad Characters,,Red Hair,Male Characters,,1,1987
Doctor Aikens (New Earth),Good Characters,,Grey Hair,Male Characters,,1,1987
Doctor Cummings (New Earth),,,Red Hair,Female Characters,,1,1987
Doctor Peterson (New Earth),,,Brown Hair,Male Characters,,1,1987
Ellie Mae Skaggs (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,,1,1987
Eugenie Hedstrom (New Earth),,,Brown Hair,Female Characters,,1,1987
Gan-M (New Earth),Good Characters,,Brown Hair,Male Characters,,1,1987
Glommer (New Earth),,,,,,1,1987
Han-T (New Earth),Good Characters,,Grey Hair,Male Characters,,1,1987
Harold Halston (New Earth),Good Characters,,Blond Hair,Male Characters,,1,1987
Henry Strauss (New Earth),Bad Characters,,,Male Characters,,1,1987
John Charles Collins (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,1,1987
Lucas McGill (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1987
Nyra (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,1,1987
Quinlan (New Earth),Bad Characters,Blue Eyes,Grey Hair,Male Characters,,1,1987
Rose Beryl (New Earth),Bad Characters,,Red Hair,Female Characters,,1,1987
Skid Row Slasher (New Earth),Bad Characters,,Black Hair,Male Characters,,1,1987
Sunspot (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,,1,1987
Ten-R (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,,1,1987
Theodore Roosevelt (New Earth),Good Characters,,,Male Characters,,1,1987
Timothy Walton (New Earth),Bad Characters,,,Male Characters,,1,1987
William Roberts (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,,1,1987
Zzlrrrzzzm (New Earth),,,,Male Characters,,1,1987
Anna Resik (New Earth),Neutral Characters,,Brown Hair,Female Characters,,1,1986
Bizarro I (New Earth),Neutral Characters,Blue Eyes,Black Hair,Male Characters,,1,1986
Bogosar (New Earth),Good Characters,,,Male Characters,,1,1986
Elvira (New Earth),Neutral Characters,Black Eyes,Black Hair,Female Characters,,1,1986
